Entry ID,Level,Topic,Learning Outcome,Instructional Step,Narration Script,Visual Prompt,Keywords,Pedagogical_Notes,Technical_Prompt_Enhancement,AI_Model_Config,Style_Reference,Validation_Criteria,Luganda_Narration,Swahili_Narration,Audio_Emotion_Cue,Quiz_Question,Quiz_Options,Correct_Answer,Interactive_Element,Bloom_Taxonomy_Level,File_Naming_Convention,Asset_Size_Limit,Compression_Setting,Offline_Compatibility,QA_Checkpoint,Cultural_Review_Status
BIO-S2-T4.1-001,Senior 2,Transport in Plants,"a) understand movement of materials",1. Diffusion,"Diffusion is the movement of particles from a place of high concentration to a place of low concentration.","A simple animation of a tea bag being placed in a cup of hot water. The color from the tea is shown spreading out from the bag until the entire cup of water is evenly colored.",diffusion;concentration;transport,"The tea bag analogy is a simple, effective, and universally understood demonstration of the principle of diffusion.","Add: color spread animation, even final","Stable Diffusion animation, guidance=7.5, steps=40","tea diffusion animation","SAM spread uniformity","Diffusion ni movement y'particles okuva high concentration okutuusa low.","Uenezi ni harakati ya chembe kutoka mahali pa mkusanyiko mkuu hadi mahali pa chini.","analogous","Diffusion from?","A) Low to high B) High to low C) Side D) Up","B","spread play, quiz","Understanding","BIO-S2-T4.1-001_img.png","512x512","JPEG 80% quality","Yes","Analogy effectiveness check","Approved - Everyday"
BIO-S2-T4.1-002,Senior 2,Transport in Plants,"a) understand movement of materials",2. Osmosis,"Osmosis is the special movement of water molecules across a partially permeable membrane, from a region of high water concentration to a region of low water concentration.","A diagram showing a beaker divided by a partially permeable membrane. The left side has pure water, the right side has salty water. Arrows show water molecules moving from left to right.",osmosis;water;transport;partially permeable membrane,"A standard scientific diagram is used to explain the more specific process of osmosis, emphasizing the roles of water and the membrane.","Add: membrane detail, arrow water","LLaVA diagram, guidance=7.0, steps=35","beaker osmosis diagram","CLIP membrane role >0.9","Osmosis ni special movement y'water molecules across partially permeable membrane, okuva high water okutuusa low.","Osmosis ni harakati maalum ya molekuli za maji kupitia membrane inayopitisha kidogo, kutoka eneo la mkusanyiko wa maji mkuu hadi la chini.","specific","Osmosis moves?","A) Salt B) Water C) Air D) Food","B","arrow simulate, quiz","Applying","BIO-S2-T4.1-002_img.png","512x512","JPEG 80% quality","Yes","Specific process review","Approved"
BIO-S2-T4.1-003,Senior 2,Transport in Plants,"d) understand the process of transpiration",3. Transpiration,"Transpiration is the loss of water vapour from the leaves of a plant. This pulls more water up from the roots.","A diagram of a plant showing water being absorbed by the roots, moving up the stem (in the xylem), and then evaporating from the leaves as water vapour.",transpiration;water transport;plant;xylem;stomata,"Illustrates the entire transpiration stream, from root to leaf, explaining it as a continuous process that pulls water through the plant.","Add: vapor evaporation, xylem path","Diffusion stream, guidance=8.0, steps=45","transpiration flow diagram","SAM stream continuity","Transpiration ni loss y'water vapour okuva leaves y'plant. Kino kukolagana pull more water okuva roots.","Transpiration ni kupotea kwa mvuke wa maji kutoka majani ya mmea. Hii inavuta maji zaidi kutoka mizizini.","continuous","Transpiration pulls water?","A) Down B) Up from roots C) Side D) Out","B","pull animation, quiz","Understanding","BIO-S2-T4.1-003_img.png","512x512","JPEG 80% quality","Yes","Stream illustration check","Approved"
BIO-S2-T4.1-004,Senior 2,Transport in Plants,"d) understand the process of translocation",4. Translocation,"Translocation is the movement of manufactured food, like glucose, from the leaves to other parts of the plant where it is needed.","A diagram of a plant showing food (glucose) being made in the leaves and then arrows showing it being transported down the stem (in the phloem) to the roots for storage.",translocation;food transport;plant;phloem;glucose,"Contrasts with transpiration by showing the movement of food (translocation) in a different direction (source to sink) and through different tubes (phloem).","Add: down arrows, phloem highlight","ControlNet direction, guidance=7.5, steps=40","downward transport diagram","CLIP direction contrast >0.85","Translocation ni movement y'manufactured food, glucose, okuva leaves okutuusa parts ez'okuzingira plant eyo ikolagana.","Translocation ni kusafirishwa kwa chakula kilichotengenezwa, kama glukosi, kutoka majani hadi sehemu zingine za mmea ambapo inahitajika.","contrasting","Translocation direction?","A) Up B) Down to roots C) Side D) Evaporate","B","down flow, quiz","Analyzing","BIO-S2-T4.1-004_img.png","512x512","JPEG 80% quality","Yes","Contrast review","Approved"
BIO-S2-T4.2-001,Senior 2,Transport in Animals,"a) understand surface area to volume ratio",1. Surface Area to Volume Ratio,"Small organisms can get substances by diffusion, but large animals need a transport system because they have a small surface area compared to their volume.","A visual comparison: an amoeba (single cell) with arrows showing oxygen diffusing in easily. Next to it, an elephant, with a text box explaining that diffusion alone is not enough to supply all its cells with oxygen.",surface area to volume ratio;diffusion;transport system,"Explains the fundamental reason for complex transport systems in large animals, using extreme examples (amoeba vs. elephant) to make the point clear.","Add: ratio math overlay, arrow ease","Stable Diffusion comparison, guidance=7.0, steps=35","extreme example illustration","SAM ratio visualization","Small organisms zigola substances okuva diffusion, naye large animals zigala transport system kubaga gona small surface area compared volume.","Viumbe vidogo vinaweza kupata vitu kwa diffusion, lakini wanyama wakubwa wanahitaji mfumo wa usafirishaji kwa sababu wana eneo la uso dogo ikilinganishwa na ukubwa wao.","fundamental","Why large animals need transport?","A) Small size B) Surface/volume ratio C) Color D) Speed","B","ratio calculate, quiz","Evaluating","BIO-S2-T4.2-001_img.png","512x512","JPEG 80% quality","Yes","Reason explanation check","Approved - Extreme examples"
BIO-S2-T4.2-002,Senior 2,Transport in Animals,"c) describe the structure of the heart",2. The Human Heart,"The heart is a muscular pump that pushes blood around the body. It has four chambers: two atria and two ventricles.","A simple, clearly labeled diagram of the human heart showing the four chambers (Right Atrium, Left Atrium, Right Ventricle, Left Ventricle) and the major blood vessels.",heart;circulatory system;chambers;atrium;ventricle,"Introduces the heart as a four-chambered pump, focusing on the basic structure and names of the chambers.","Add: chamber colors, vessel in/out","Diffusion heart, guidance=8.0, steps=45","simple labeled heart diagram","CLIP chamber count >0.95","Heart ni muscular pump eyokola blood around body. Gona four chambers: two atria two ventricles.","Moyo ni pampu ya misuli inayosukuma damu karibu na mwili. Ina vyumba vinne: atria viwili na ventricles viwili.","pump","Heart chambers?","A) 2 B) 4 C) 6 D) 1","B","chamber highlight, quiz","Remembering","BIO-S2-T4.2-002_img.png","512x512","JPEG 80% quality","Yes","Structure intro check","Approved"
BIO-S2-T4.2-003,Senior 2,Transport in Animals,"d) understand the structure of blood vessels",3. Blood Vessels,"There are three types of blood vessels: arteries that carry blood away from the heart, veins that carry blood to the heart, and tiny capillaries that connect them.","A diagram showing a red artery with a thick wall, a blue vein with a thinner wall and a valve, and a network of tiny capillaries connecting the two.",blood vessels;artery;vein;capillary,"Visually differentiates the three types of blood vessels, highlighting their key structural differences which relate to their function.","Add: wall thickness, valve detail","ControlNet vessels, guidance=7.5, steps=40","differentiated vessel diagram","SAM structure diff >0.9","There ni three types y'blood vessels: arteries carry away heart, veins to heart, capillaries connect.","Kuna aina tatu za mishipa ya damu: arteries inayobeba damu mbali na moyo, veins inayoleta damu kwa moyo, na capillaries ndogo zinazounganisha.","differentiating","Arteries carry blood?","A) To heart B) Away from heart C) Side D) Stop","B","type select, quiz","Understanding","BIO-S2-T4.2-003_img.png","512x512","JPEG 80% quality","Yes","Diff highlight review","Approved"
BIO-S2-T4.2-004,Senior 2,Transport in Animals,"e) identify the major functions of blood",4. Components of Blood,"Blood is made of plasma, red blood cells to carry oxygen, white blood cells to fight disease, and platelets to help with clotting.","A diagram of a drop of blood magnified, showing the different components floating in the plasma: red blood cells, a larger white blood cell, and small platelets. Each is clearly labeled.",blood;plasma;red blood cells;white blood cells;platelets,"Breaks down blood into its four main components and assigns a clear, single function to each, simplifying a complex topic.","Add: function icons, magnification","Stable Diffusion drop, guidance=7.0, steps=35","magnified blood drop diagram","CLIP component functions","Blood eyogera plasma, red cells carry oxygen, white fight disease, platelets clotting.","Damu imetengenezwa na plasma, seli nyekundu za kubeba oksijeni, seli nyeupe za kupambana na ugonjwa, na platelets kusaidia kuunganisha.","simplifying","Red blood cells carry?","A) Disease B) Oxygen C) Food D) Water","B","component zoom, quiz","Remembering","BIO-S2-T4.2-004_img.png","512x512","JPEG 80% quality","Yes","Function simplification check","Approved"
BIO-S2-T4.2-005,Senior 2,Transport in Animals,"g) understand the importance of blood groups",5. Blood Groups,"People have different blood groups, like A, B, AB, and O. It is important to match blood groups correctly during a blood transfusion.","A simple chart showing blood group compatibility. It shows which blood groups can safely donate to and receive from others, using simple checkmarks and crosses.",blood groups;blood transfusion;compatibility;A;B;AB;O,"Explains the practical, life-saving importance of understanding blood groups using a clear compatibility chart.","Add: check/cross icons, group colors","LLaVA chart, guidance=6.5, steps=30","compatibility chart","SAM match accuracy","People gona different blood groups, A B AB O. Important okugatta correctly mu transfusion.","Watoto wana makundi tofauti ya damu, kama A, B, AB, na O. Ni muhimu kulinganisha makundi ya damu sahihi wakati wa uhamisho wa damu.","practical","Why match blood groups?","A) Fun B) Safe transfusion C) Color D) Taste","B","chart interact, quiz","Evaluating","BIO-S2-T4.2-005_img.png","512x512","JPEG 80% quality","Yes","Life-saving review","Approved"
BIO-S3-T5.1-001,Senior 3,Gaseous Exchange,"b) identify adaptations of gas exchange surfaces",1. Features of Gaseous Exchange Surfaces,"For gases to move easily, all exchange surfaces must be moist, have a large surface area, a thin wall, and a good blood supply.","An infographic showing four icons. 1: A water droplet labeled 'Moist'. 2: An unfolded net labeled 'Large Surface Area'. 3: A thin line labeled 'Thin Wall (one-cell thick)'. 4: Red and blue lines representing blood vessels labeled 'Good Blood Supply'.",gaseous exchange;adaptation;moist;surface area;thin wall,"This advanced step generalizes the features required for any efficient gas exchange surface, a key principle in biology.","Add: icon connections, principle text","Diffusion infographic, guidance=7.5, steps=40","four-icon infographic","CLIP feature generalization >0.85","Okugaba gases okuzula easily, all exchange surfaces gyagala moist, large area, thin wall, good blood.","Ili gesi ziende kwa urahisi, nyuso zote za kubadilishana zinahitaji kuwa na unyevu, eneo kubwa, ukuta mwembamba, na usambazaji mzuri wa damu.","generalizing","Gas exchange needs?","A) Dry B) Moist large area C) Thick D) No blood","B","icon sequence, quiz","Analyzing","BIO-S3-T5.1-001_img.png","512x512","JPEG 80% quality","Yes","Principle key review","Approved"
BIO-S3-T5.1-002,Senior 3,Gaseous Exchange,"c) understand the structure of the human respiratory system",2. The Human Respiratory System,"The human respiratory system includes the nose, trachea, bronchi, and lungs, which work together to help us breathe.","A clear, labeled diagram of the human torso showing the path of air from the nose, down the trachea, branching into the bronchi, and entering the lungs.",respiratory system;lungs;trachea;bronchi;human anatomy,"Provides a macroscopic overview of the respiratory system, tracing the path of air into the body.","Add: air path line, labels","Stable Diffusion torso, guidance=8.0, steps=45","path-labeled torso diagram","SAM path tracing >0.9","Human respiratory system gogera nose, trachea, bronchi, lungs, zigatta okupumua.","Mfumo wa kupumua wa binadamu unajumuisha pua, trachea, bronchi, na mapafu, yanayofanya kazi pamoja kutusaidia kupumua.","overview","Respiratory path starts?","A) Lungs B) Nose C) Mouth only D) Skin","B","path follow, quiz","Understanding","BIO-S3-T5.1-002_img.png","512x512","JPEG 80% quality","Yes","Macro overview check","Approved"
BIO-S3-T5.1-003,Senior 3,Gaseous Exchange,"c) explain the mechanism of gaseous exchange",3. The Alveoli,"Inside the lungs are millions of tiny air sacs called alveoli. This is where the real gas exchange happens.","A magnified view showing a cluster of alveoli resembling a bunch of grapes. A single alveolus is shown in cross-section, highlighting its thin wall surrounded by a network of capillaries.",alveoli;air sacs;lungs;capillaries;gas exchange,"Zooms in on the microscopic level where gas exchange occurs, linking the large surface area principle to the structure of the alveoli.","Add: grape cluster, capillary net","ControlNet magnified, guidance=7.0, steps=35","magnified alveoli illustration","CLIP surface area link","Mu lungs gona millions tiny air sacs alveoli. Kino ni eyo real gas exchange ekolagana.","Ndani ya mapafu kuna mamilioni ya sacs ndogo za hewa zinazoitwa alveoli. Hapa ndipo ambapo badilishano la gesi linatokea.","microscopic","Gas exchange in?","A) Trachea B) Alveoli C) Nose D) Bronchi","B","magnify zoom, quiz","Applying","BIO-S3-T5.1-003_img.png","512x512","JPEG 80% quality","Yes","Zoom link review","Approved"
BIO-S3-T5.1-004,Senior 3,Gaseous Exchange,"c) explain the mechanism of gaseous exchange",4. Mechanism of Gas Exchange,"In the alveoli, oxygen from the air you breathe in diffuses into the blood, and carbon dioxide from the blood diffuses out to be breathed out.","A detailed close-up of a single alveolus and a capillary. Red arrows show 'Oxygen' moving from the alveolus into the capillary. Blue arrows show 'Carbon Dioxide' moving from the capillary into the alveolus.",diffusion;oxygen;carbon dioxide;alveoli;capillaries;gas exchange,"Explains the process of gas exchange at the alveolar-capillary interface, based on the principle of diffusion from high to low concentration.","Add: diffusion arrows color-coded","Diffusion detailed, guidance=7.5, steps=40","close-up exchange diagram","SAM diffusion direction","Mu alveoli, oxygen okuva air eyopumira diffuses mu blood, carbon dioxide okuva blood diffuses out.","Katika alveoli, oksijeni kutoka hewa unayopumua inaenea katika damu, na dioksidi kaboni kutoka damu inaenea nje.","diffusive","O2 moves from?","A) Blood to air B) Air to blood C) Side D) Stop","B","arrow animate, quiz","Analyzing","BIO-S3-T5.1-004_img.png","512x512","JPEG 80% quality","Yes","Interface process check","Approved"
BIO-S3-T5.1-005,Senior 3,Gaseous Exchange,"d) determine the variation in composition of inhaled and exhaled air",5. Inhaled vs. Exhaled Air,"The air we breathe in is rich in oxygen, while the air we breathe out is rich in carbon dioxide.","A simple bar chart comparing the composition of inhaled and exhaled air. The chart clearly shows a higher percentage of oxygen in inhaled air and a higher percentage of carbon dioxide in exhaled air.",inhaled air;exhaled air;oxygen;carbon dioxide;composition,"A quantitative approach using a bar chart provides clear evidence for the result of gaseous exchange in the lungs.","Add: bar colors, percentages","LLaVA chart, guidance=6.5, steps=30","bar comparison chart","CLIP composition variation >0.9","Air eyopumira mu gona rich oxygen, air eyopumira nje rich carbon dioxide.","Hewa tunayopumua ndani ina oksijeni nyingi, wakati hewa tunayotupa nje ina dioksidi kaboni nyingi.","quantitative","Exhaled air rich in?","A) O2 B) CO2 C) N2 D) H2","B","bar compare, quiz","Analyzing","BIO-S3-T5.1-005_img.png","512x512","JPEG 80% quality","Yes","Evidence quantitative review","Approved"
BIO-S3-T5.1-006,Senior 3,Gaseous Exchange,"e) understand the dangers of smoking",6. Dangers of Smoking,"Cigarette smoke contains tar, a sticky black substance that coats the lungs and alveoli, making it hard to breathe and causing cancer.","A powerful visual comparison. On the left, a healthy, pink lung. On the right, a diseased lung, dark and coated with black tar.",smoking;tar;lung cancer;health;danger,"This strong visual contrast is designed to be impactful and serves as a critical public health message by showing the long-term consequences of smoking.","Add: tar coat effect, contrast stark","Stable Diffusion contrast, guidance=8.0, steps=50","lung comparison illustration","SAM coating visualization","Cigarette smoke gogera tar, sticky black substance eyogera lungs n' alveoli, okukola hard breathe okukola cancer.","Mosiketi ya sigara ina lita, dutu nyeusi inayoshika mapafu na alveoli, ikifanya kuwa ngumu kupumua na kusababisha saratani.","impactful","Smoking coats lungs with?","A) Honey B) Tar C) Water D) Air","B","contrast fade, quiz","Evaluating","BIO-S3-T5.1-006_img.png","512x512","JPEG 80% quality","Yes","Public health message review","Approved - Anti-smoking"
BIO-S3-T5.2-001,Senior 3,Respiration,"a) appreciate the importance of respiration",1. Why Respiration is Important,"Respiration is the chemical process inside cells that breaks down glucose to release energy for all life activities.","A central icon of a living cell. Arrows radiate outwards from it, pointing to icons representing 'Movement', 'Growth', and 'Keeping Warm'. The central process is labeled 'Respiration = Energy Release'.",respiration;energy;glucose;life processes;cell,"Defines respiration at the cellular level and links this single process to all other life processes, emphasizing its central importance.","Add: radiating arrows, activity icons","Diffusion central, guidance=7.5, steps=40","central cell icon diagram","CLIP link to activities >0.85","Respiration ni chemical process mu cells eyokola glucose okutwala energy okugaba all life activities.","Respiration ni mchakato wa kemikali ndani ya seli unaovunja glukosi ili kutoa nishati kwa shughuli zote za maisha.","central","Respiration releases?","A) Poison B) Energy C) Waste D) Color","B","arrow expand, quiz","Understanding","BIO-S3-T5.2-001_img.png","512x512","JPEG 80% quality","Yes","Importance link review","Approved"
BIO-S3-T5.2-002,Senior 3,Respiration,"b) understand the process of aerobic respiration",2. Aerobic Respiration,"Aerobic respiration uses oxygen to completely break down glucose, releasing a large amount of energy, carbon dioxide, and water.","A simple diagram inside a cell showing a glucose molecule and an oxygen molecule entering a mitochondrion. Arrows pointing out are labeled 'Lots of Energy', 'Carbon Dioxide', and 'Water'.",aerobic respiration;oxygen;glucose;energy;mitochondria,"Introduces the mitochondrion as the site of aerobic respiration and emphasizes the high energy yield of this process.","Add: mito entry, output labels","ControlNet cell, guidance=7.0, steps=35","mito process diagram","SAM yield emphasis","Aerobic respiration gugana oxygen okukola completely glucose, releasing large energy, CO2, water.","Respiration aerobic hutumia oksijeni kuvunja kabisa glukosi, ikitoa kiasi kikubwa cha nishati, dioksidi kaboni, na maji.","high-yield","Aerobic uses?","A) No O2 B) Oxygen C) Nitrogen D) Helium","B","entry/exit animate, quiz","Applying","BIO-S3-T5.2-002_img.png","512x512","JPEG 80% quality","Yes","Site intro check","Approved"
BIO-S3-T5.2-003,Senior 3,Respiration,"c) appreciate the relationship between respiration and photosynthesis",3. Respiration vs. Photosynthesis,"Photosynthesis and respiration are opposite processes. Photosynthesis uses carbon dioxide and makes food, while respiration uses food and makes carbon dioxide.","A cyclical diagram showing a plant and an animal. An arrow from the plant to the animal is labeled 'Oxygen & Glucose'. An arrow from the animal to the plant is labeled 'Carbon Dioxide & Water'.",photosynthesis;respiration;cycle;oxygen;carbon dioxide,"Illustrates the ecological interdependence of plants and animals through the complementary nature of these two vital processes.","Add: cycle arrows, plant/animal icons","Diffusion cyclical, guidance=8.0, steps=45","interdependence cycle diagram","CLIP opposite flow >0.9","Photosynthesis n' respiration ni opposite processes. Photosynthesis gugana CO2 okugaba food, respiration gugana food okugaba CO2.","Photosynthesis na respiration ni michakato pinzani. Photosynthesis hutumia dioksidi kaboni na kutengeneza chakula, wakati respiration hutumia chakula na kutengeneza dioksidi kaboni.","interdependent","Respiration uses food to make?","A) O2 B) CO2 C) Sun D) Water only","B","cycle rotate, quiz","Evaluating","BIO-S3-T5.2-003_img.png","512x512","JPEG 80% quality","Yes","Relationship illustration review","Approved"
BIO-S3-T5.2-004,Senior 3,Respiration,"d, e) understand anaerobic respiration",4. Anaerobic Respiration,"When there is not enough oxygen, cells use anaerobic respiration. It breaks down glucose without oxygen, releasing a small amount of energy.","A diagram showing a human muscle cell during intense exercise. A glucose molecule is shown breaking down into 'Lactic Acid' and a small spark labeled 'Little Energy'. No oxygen is shown entering.",anaerobic respiration;oxygen debt;lactic acid;muscle,"Provides a contextually relevant example of anaerobic respiration in humans (exercise) and introduces the concept of lactic acid.","Add: exercise context, spark small","Stable Diffusion muscle, guidance=7.5, steps=40","exercise cell diagram","SAM no O2 validation","When not enough oxygen, cells gugana anaerobic respiration. Breaks glucose without O2, releasing small energy.","Wakati hakuna oksijeni ya kutosha, seli hutumia respiration anaerobic. Inavunja glukosi bila oksijeni, ikitoa kiasi kidogo cha nishati.","contextual","Anaerobic produces?","A) Lots energy B) Lactic acid C) O2 D) Water","B","break animation, quiz","Applying","BIO-S3-T5.2-004_img.png","512x512","JPEG 80% quality","Yes","Example relevance check","Approved"
BIO-S3-T5.2-005,Senior 3,Respiration,"g) understand applications of anaerobic respiration",5. Anaerobic Respiration in Yeast (Fermentation),"Yeast carries out anaerobic respiration called fermentation. It produces alcohol and carbon dioxide, which is used to make beer and bread.","A split image. On the left, a traditional calabash used for brewing local beer in Uganda, with foam on top. On the right, a loaf of bread that has risen, showing the airy texture created by carbon dioxide bubbles.",fermentation;yeast;alcohol;bread;brewing,"Showcases two major economic and cultural applications of fermentation, making the biological process relevant to everyday life and industry.","Add: foam/bubble effects, cultural pots","ControlNet split, guidance=7.0, steps=35","split application photo","CLIP cultural apps >0.85","Yeast ikola anaerobic respiration fermentation. Produces alcohol n' CO2, used okugaba beer n' bread.","Chachu inafanya respiration anaerobic inayoitwa fermentation. Hutengeneza pombe na dioksidi kaboni, inayotumika kutengeneza bia na mkate.","cultural","Fermentation makes?","A) Water B) Beer/bread C) Milk D) Juice","B","effect show, quiz","Creating","BIO-S3-T5.2-005_img.png","512x512","JPEG 80% quality","Yes","Application showcase review","Approved - Local brewing"
BIO-S3-T6.1-001,Senior 3,Excretion,"a) appreciate the need to remove unwanted substances",1. What is Excretion?,"Excretion is the removal of metabolic waste products, like urea and carbon dioxide, from the body. If these wastes build up, they become toxic.","A diagram of the human body with arrows pointing out from different organs. An arrow from the lungs points out 'Carbon Dioxide'. An arrow from the kidneys points out 'Urea in Urine'. A warning symbol is next to a box labeled 'Waste Buildup'.",excretion;metabolic waste;urea;carbon dioxide;toxin,"Properly defines excretion as the removal of *metabolic* waste, a key distinction, and explains the necessity of the process (preventing toxicity).","Add: warning icon, arrow outs","Diffusion body, guidance=7.5, steps=40","waste removal diagram","SAM waste path >0.9","Excretion ni removal y'metabolic waste, urea n' CO2, okuva body. If build up, become toxic.","Kuondoa ni kuondoa bidhaa za taka za metabolic, kama urea na dioksidi kaboni, kutoka mwilini. Ikiwa taka hizi zitaongezeka, zitaakuwa sumu.","necessary","Excretion removes?","A) Food B) Metabolic waste C) Energy D) Muscles","B","arrow follow, quiz","Understanding","BIO-S3-T6.1-001_img.png","512x512","JPEG 80% quality","Yes","Distinction definition check","Approved"
BIO-S3-T6.1-002,Senior 3,Excretion,"b) understand the process of excretion in humans",2. The Human Urinary System,"The main excretory organs are the kidneys. They filter waste from the blood to produce urine, which is then stored in the bladder.","A clear, labeled diagram of the human urinary system, showing the two kidneys, the ureters leading to the bladder, and the urethra.",urinary system;kidneys;bladder;ureter;urethra;excretion,"Provides an anatomical overview of the urinary system, tracing the path from blood filtration in the kidney to the storage of urine in the bladder.","Add: filtration path, labels","Stable Diffusion urinary, guidance=8.0, steps=45","labeled urinary diagram","CLIP path trace >0.85","Main excretory organs ni kidneys. Filter waste okuva blood okugaba urine, stored mu bladder.","Organ kuu za kuondoa ni figo. Huchuja taka kutoka damuni kutengeneza mkojo, ambao huhifadhiwa katika bladder.","anatomical","Urine stored in?","A) Lungs B) Bladder C) Stomach D) Heart","B","path animate, quiz","Applying","BIO-S3-T6.1-002_img.png","512x512","JPEG 80% quality","Yes","Overview path review","Approved"
BIO-S3-T6.1-003,Senior 3,Excretion,"d) identify causes of kidney failure",3. Kidney Failure,"Kidney failure can be caused by diseases like diabetes or high blood pressure, or infections. When kidneys fail, waste builds up in the blood.","A split image. On the left, a healthy kidney, firm and reddish-brown. On the right, a diseased kidney, looking pale and shrunken. Text labels point to the diseased kidney: 'Diabetes' and 'High Blood Pressure'.",kidney failure;dialysis;diabetes;high blood pressure,"Links non-communicable diseases (diabetes, hypertension) to organ failure, an important public health connection. The visual contrast is stark and effective.","Add: cause labels, contrast stark","ControlNet split, guidance=7.0, steps=35","healthy vs diseased kidney","SAM disease indicators","Kidney failure yokulagana okuva diseases ng' diabetes or high blood pressure, infections. When fail, waste builds mu blood.","Kushindwa kwa figo kunaweza kusababishwa na magonjwa kama kisukari au shinikizo la damu la juu, au maambukizi. Wakati figo zinashindwa, taka inaongezeka katika damu.","connecting","Kidney failure cause?","A) Exercise B) Diabetes C) Sleep D) Food","B","label tap, quiz","Analyzing","BIO-S3-T6.1-003_img.png","512x512","JPEG 80% quality","Yes","Public health link review","Approved - NCDs"
BIO-S3-T7.1-001,Senior 3,Chemical Coordination,"a) differentiate between hormones and enzymes",1. Hormones vs. Enzymes,"Hormones are chemical messengers transported by the blood, while enzymes are biological catalysts that speed up reactions locally.","A comparative table with two columns. Under 'Hormones': ""Transported in blood"", ""Slow, long-lasting effect"". Under 'Enzymes': ""Act at a specific site"", ""Fast-acting"".",hormones;enzymes;comparison;chemical messenger;catalyst,"A table is an advanced tool for direct comparison, allowing learners to clearly distinguish the key features of hormones and enzymes.","Add: column highlights, icons","LLaVA table, guidance=6.5, steps=30","comparative table","CLIP feature distinction >0.9","Hormones ni chemical messengers transported mu blood, enzymes biological catalysts ezokola reactions locally.","Hormoni ni wajumbe wa kemikali wanaosafirishwa na damu, wakati enzymes ni catalysts za kibayolojia zinazoharakisha athari mahali.","differentiating","Hormones transported by?","A) Air B) Blood C) Food D) Water","B","column compare, quiz","Analyzing","BIO-S3-T7.1-001_img.png","512x512","JPEG 80% quality","Yes","Comparison tool review","Approved"
BIO-S3-T7.1-002,Senior 3,Chemical Coordination,"b) understand the effects of various hormones",2. The Endocrine System,"Hormones are produced by endocrine glands. This system includes the pituitary gland, adrenal glands, and pancreas.","A simple diagram of the human body with the major endocrine glands highlighted and labeled: Pituitary (in head), Adrenal (on kidneys), Pancreas.",endocrine system;glands;hormones;pituitary;adrenal;pancreas,"Introduces the endocrine system by mapping the location of key glands on the human body, providing a spatial understanding of the system.","Add: gland highlights, body map","Diffusion body map, guidance=7.5, steps=40","gland location diagram","SAM location accuracy","Hormones zigolwa okuva endocrine glands. System gino gogera pituitary, adrenal, pancreas.","Hormoni hutengenezwa na tezi za endokrine. Mfumo huu unajumuisha tezi ya pituitary, adrenal, na pancreas.","spatial","Endocrine includes?","A) Heart B) Pancreas C) Lungs D) Skin","B","gland select, quiz","Remembering","BIO-S3-T7.1-002_img.png","512x512","JPEG 80% quality","Yes","Mapping intro check","Approved"
BIO-S3-T7.1-003,Senior 3,Chemical Coordination,"b) understand the effects of various hormones",3. Adrenaline: The 'Fight or Flight' Hormone,"When you are scared or excited, the adrenal glands release adrenaline. It increases your heart rate and prepares your body for action.","An illustration of a student at the start of a school race. A glowing effect is shown around their kidneys (adrenal glands), with lines radiating to the heart and lungs, which are shown beating/breathing faster.",adrenaline;adrenal gland;fight or flight;heart rate,"Uses a relatable scenario (a school race) to explain the physiological effects of adrenaline, linking the hormone to a tangible experience.","Add: glow effect, race energy","Stable Diffusion illustration, guidance=8.0, steps=50","race scenario illustration","CLIP effect radiation >0.85","When scared or excited, adrenal glands release adrenaline. Increases heart rate okugaba body action.","Wakati unaogopa au unafurahi, tezi za adrenal hutoa adrenaline. Inaongeza mapigo ya moyo na kuandaa mwili kwa hatua.","relatable","Adrenaline increases?","A) Sleep B) Heart rate C) Hunger D) Tired","B","radiate animate, quiz","Applying","BIO-S3-T7.1-003_img.png","512x512","JPEG 80% quality","Yes","Scenario link review","Approved - School context"
BIO-S3-T7.1-004,Senior 3,Chemical Coordination,"c) describe causes and symptoms of diabetes",4. Insulin and Diabetes,"The pancreas produces insulin, a hormone that controls blood sugar levels. In diabetes, the body cannot control blood sugar properly.","A simple graph showing blood sugar levels over time after a meal. One line, labeled 'Normal', shows the sugar level rising and then falling back down. Another line, labeled 'Diabetes', shows the sugar level rising and staying very high.",insulin;diabetes;blood sugar;pancreas;hormone,"A graph is an advanced method to illustrate the concept of homeostasis and how it fails in a disease state like diabetes, providing a clear visual representation of the data.","Add: time axis, line labels","ControlNet graph, guidance=7.0, steps=35","blood sugar graph","SAM level variation >0.9","Pancreas ikola insulin, hormone eyokola blood sugar levels. Mu diabetes, body tegakola control blood sugar.","Pancreas hutengeneza insulini, homoni inayodhibiti viwango vya sukari katika damu. Katika kisukari, mwili hauwezi kudhibiti sukari ya damu vizuri.","homeostatic","Diabetes shows high?","A) Low sugar B) High sugar C) No sugar D) Salt","B","graph trace, quiz","Analyzing","BIO-S3-T7.1-004_img.png","512x512","JPEG 80% quality","Yes","Data visual review","Approved - Disease state"
